"","mpid","HMAX","LMAX","IPRmax","HMIN","LMIN","IPRmin","HMEAN","LMEAN","IPRmean","SumMAX","SumMEAN"
"27","mp-12927",0.939848869,0.951581494,0.951581494,0,0,0,0.25637969825,0.248858023,0.25637969825,0.983700587,0.50523772125
"28","mp-13820",0.979486628,0.974120092,0.979486628,-0.126762845,0,-0.126762845,0.4899304645,0.27763591475,0.4899304645,1.827592477,0.76756637925
"29","mp-14168",0.992630655,0.987955204,0.992630655,0,0,0,0.6683256505,0.4847549705,0.6683256505,1.702057331,1.153080621
"30","mp-14232",0.851127919,0.964800955,0.964800955,0,0,0,0.42787850225,0.270998788,0.42787850225,1.012739517,0.69887729025
"31","mp-14951",0.983701586,0.983732889,0.983732889,0,0,0,0.57250378725,0.2593686605,0.57250378725,1.316351011,0.83187244775
"32","mp-15312",0.937429916,0.987642655,0.987642655,0,0,0,0.6426325074,0.3624227122,0.6426325074,1.787755573,1.0050552196
"33","mp-1542042",0.968103261,0.939698324,0.968103261,0,0,0,0.68225730975,0.24870080425,0.68225730975,1.796388106,0.930958114
"34","mp-1550",0.841539965,0.546750394,0.841539965,0,0,0,0.325821013333333,0.196441995,0.325821013333333,0.884115556,0.522263008333333
"35","mp-1572",0.366253954,0.350196734,0.366253954,0,0,0,0.143208361,0.190564000333333,0.190564000333333,0.587749221,0.333772361333333
"37","mp-17926",0.618585788,0.800542961,0.800542961,-0.047115946,-0.082026477,-0.082026477,0.1850209665,0.244868266,0.244868266,1.419128749,0.4298892325
"41","mp-1848",0.771202544,0.575967701,0.771202544,0,0,0,0.258281161,0.28435258,0.28435258,1.347170245,0.542633741
"43","mp-18609",0.98423272,0.49178883,0.98423272,0,0,0,0.655703076333333,0.170061743,0.655703076333333,1.47602155,0.825764819333333
"44","mp-189",0.092912661,0.179489375,0.179489375,0,0,0,0.0462485883333333,0.0875574503333333,0.0875574503333333,0.272402036,0.133806038666667
"45","mp-19",0,0.699790111,0.699790111,-0.036548777,0,-0.036548777,0.0182743885,0.3498950555,0.3498950555,0.736338888,0.368169444
"46","mp-1933",0.432877425,0.755469505,0.755469505,-0.160053463,0,-0.160053463,0.197643629333333,0.267818371333333,0.267818371333333,0.915522968,0.465462000666667
"47","mp-1999",0.934068281,0.933043207,0.934068281,0,0,0,0.486008353,0.408192090666667,0.486008353,1.456999985,0.894200443666667
"48","mp-20187",0.966364675,0.308180279,0.966364675,0,0,0,0.492798287,0.09021382575,0.492798287,1.009368591,0.58301211275
